,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
5533,0,61.0,74.0,72.0,69.0,59.0,66.0,68.0,39.0,64.0,71.0,53.0,52.0,73.0,54.0,57.0,72.0,79.0,72.0,75.0,61.0,29.0,18.0,76.0,67.0,62.0,74.0,20.0,35.0,22.0,9.0,10.0,14.0,6.0,10.0
9282,1,47.0,45.0,57.0,70.0,45.0,64.0,57.0,45.0,68.0,70.0,58.0,60.0,67.0,66.0,63.0,51.0,71.0,79.0,73.0,62.0,53.0,54.0,54.0,62.0,50.0,66.0,64.0,62.0,56.0,12.0,10.0,10.0,16.0,6.0
14131,0,48.0,56.0,59.0,58.0,53.0,59.0,43.0,27.0,47.0,59.0,62.0,68.0,47.0,59.0,48.0,60.0,65.0,80.0,90.0,51.0,60.0,41.0,60.0,55.0,56.0,60.0,41.0,32.0,31.0,7.0,9.0,11.0,9.0,9.0
843,1,54.0,66.0,53.0,79.0,69.0,80.0,75.0,69.0,78.0,79.0,69.0,67.0,70.0,80.0,44.0,75.0,69.0,68.0,80.0,73.0,85.0,75.0,76.0,80.0,62.0,68.0,55.0,67.0,70.0,6.0,15.0,9.0,15.0,10.0
1594,1,78.0,68.0,64.0,76.0,73.0,79.0,78.0,76.0,76.0,79.0,62.0,59.0,73.0,75.0,56.0,75.0,74.0,65.0,73.0,75.0,63.0,53.0,72.0,72.0,63.0,73.0,35.0,58.0,54.0,5.0,11.0,11.0,14.0,10.0
10044,2,44.0,50.0,60.0,64.0,58.0,59.0,53.0,28.0,57.0,62.0,51.0,45.0,61.0,63.0,44.0,51.0,68.0,52.0,81.0,53.0,73.0,66.0,51.0,65.0,45.0,68.0,60.0,60.0,58.0,10.0,15.0,10.0,11.0,10.0
14236,2,58.0,33.0,55.0,44.0,37.0,55.0,40.0,37.0,44.0,54.0,68.0,58.0,59.0,58.0,47.0,47.0,66.0,54.0,75.0,39.0,64.0,64.0,46.0,46.0,36.0,54.0,58.0,68.0,65.0,7.0,14.0,10.0,12.0,12.0
15000,2,26.0,22.0,62.0,27.0,26.0,25.0,22.0,29.0,27.0,33.0,55.0,59.0,43.0,57.0,55.0,35.0,67.0,58.0,75.0,39.0,73.0,60.0,21.0,35.0,34.0,58.0,55.0,62.0,59.0,14.0,10.0,13.0,5.0,11.0
18145,3,10.0,6.0,8.0,20.0,7.0,7.0,9.0,8.0,16.0,14.0,33.0,34.0,30.0,41.0,29.0,20.0,40.0,37.0,65.0,6.0,24.0,20.0,7.0,31.0,12.0,35.0,7.0,9.0,10.0,55.0,48.0,50.0,44.0,48.0
18180,3,19.0,15.0,15.0,26.0,14.0,13.0,12.0,19.0,19.0,25.0,40.0,42.0,45.0,47.0,52.0,25.0,55.0,33.0,58.0,20.0,20.0,29.0,13.0,20.0,29.0,28.0,12.0,15.0,16.0,45.0,49.0,50.0,50.0,45.0
7784,2,24.0,22.0,67.0,35.0,25.0,39.0,30.0,30.0,29.0,52.0,31.0,49.0,27.0,57.0,30.0,61.0,62.0,46.0,90.0,19.0,72.0,62.0,28.0,28.0,32.0,46.0,64.0,70.0,64.0,9.0,13.0,15.0,11.0,12.0
11744,1,55.0,42.0,60.0,63.0,53.0,64.0,66.0,67.0,54.0,61.0,92.0,86.0,90.0,67.0,90.0,68.0,85.0,69.0,60.0,64.0,59.0,43.0,52.0,62.0,38.0,54.0,36.0,45.0,42.0,8.0,7.0,8.0,16.0,9.0
10985,0,50.0,62.0,46.0,57.0,52.0,66.0,45.0,29.0,54.0,64.0,85.0,86.0,84.0,53.0,84.0,62.0,72.0,71.0,46.0,56.0,34.0,27.0,60.0,54.0,57.0,55.0,19.0,16.0,18.0,11.0,11.0,9.0,13.0,16.0
7778,1,70.0,30.0,62.0,67.0,30.0,62.0,42.0,37.0,59.0,64.0,41.0,67.0,54.0,65.0,43.0,68.0,72.0,72.0,82.0,56.0,80.0,62.0,57.0,55.0,33.0,59.0,64.0,69.0,70.0,11.0,11.0,9.0,12.0,8.0
13999,1,44.0,36.0,41.0,64.0,42.0,62.0,51.0,46.0,62.0,62.0,68.0,74.0,70.0,54.0,72.0,58.0,55.0,63.0,62.0,46.0,55.0,56.0,58.0,64.0,47.0,60.0,54.0,55.0,51.0,11.0,6.0,12.0,8.0,9.0
7597,0,38.0,67.0,71.0,49.0,52.0,61.0,51.0,48.0,40.0,69.0,67.0,69.0,57.0,71.0,63.0,71.0,81.0,66.0,68.0,59.0,36.0,18.0,73.0,49.0,70.0,58.0,32.0,17.0,17.0,10.0,11.0,6.0,9.0,12.0
4198,2,50.0,27.0,72.0,67.0,23.0,39.0,52.0,38.0,43.0,65.0,39.0,47.0,53.0,63.0,41.0,58.0,69.0,76.0,76.0,38.0,78.0,69.0,37.0,37.0,47.0,58.0,72.0,70.0,68.0,12.0,6.0,10.0,10.0,7.0
8,2,66.0,60.0,91.0,78.0,66.0,63.0,74.0,72.0,77.0,84.0,76.0,75.0,78.0,85.0,66.0,79.0,93.0,84.0,83.0,59.0,88.0,90.0,60.0,63.0,75.0,82.0,87.0,92.0,91.0,11.0,8.0,9.0,7.0,11.0
12475,2,48.0,28.0,64.0,67.0,43.0,38.0,36.0,30.0,62.0,41.0,57.0,65.0,41.0,61.0,47.0,49.0,70.0,60.0,75.0,41.0,62.0,55.0,40.0,42.0,36.0,52.0,61.0,61.0,60.0,11.0,15.0,7.0,6.0,12.0
1691,0,66.0,70.0,73.0,74.0,76.0,77.0,53.0,50.0,63.0,78.0,75.0,61.0,79.0,83.0,71.0,76.0,91.0,74.0,65.0,66.0,78.0,48.0,83.0,69.0,74.0,69.0,54.0,58.0,35.0,10.0,6.0,14.0,6.0,6.0
11268,2,28.0,18.0,63.0,46.0,20.0,42.0,20.0,28.0,29.0,38.0,62.0,65.0,47.0,57.0,65.0,39.0,73.0,63.0,80.0,15.0,68.0,58.0,27.0,31.0,27.0,52.0,66.0,65.0,63.0,12.0,11.0,11.0,6.0,9.0
17237,1,48.0,43.0,49.0,53.0,35.0,53.0,47.0,42.0,50.0,52.0,71.0,69.0,75.0,53.0,57.0,39.0,58.0,62.0,59.0,42.0,52.0,45.0,49.0,52.0,47.0,47.0,50.0,42.0,47.0,14.0,8.0,9.0,14.0,8.0
764,1,46.0,36.0,55.0,73.0,41.0,71.0,45.0,37.0,73.0,73.0,78.0,75.0,78.0,76.0,78.0,80.0,78.0,90.0,80.0,54.0,86.0,78.0,55.0,68.0,38.0,71.0,80.0,80.0,78.0,9.0,15.0,10.0,15.0,8.0
18054,2,26.0,17.0,50.0,33.0,22.0,22.0,28.0,26.0,29.0,26.0,62.0,65.0,47.0,50.0,63.0,39.0,69.0,63.0,52.0,23.0,45.0,49.0,25.0,27.0,39.0,39.0,50.0,50.0,52.0,6.0,13.0,7.0,10.0,6.0
8125,2,69.0,36.0,58.0,56.0,20.0,48.0,56.0,25.0,56.0,53.0,66.0,71.0,58.0,54.0,72.0,54.0,73.0,90.0,70.0,39.0,77.0,63.0,35.0,40.0,36.0,62.0,70.0,66.0,71.0,9.0,9.0,8.0,6.0,8.0
13714,1,65.0,61.0,34.0,54.0,46.0,70.0,42.0,35.0,43.0,67.0,76.0,68.0,77.0,56.0,73.0,62.0,56.0,53.0,34.0,57.0,42.0,21.0,54.0,53.0,47.0,51.0,58.0,45.0,34.0,11.0,13.0,8.0,11.0,11.0
2306,0,75.0,60.0,63.0,77.0,71.0,78.0,83.0,77.0,73.0,77.0,61.0,61.0,77.0,71.0,76.0,74.0,55.0,50.0,58.0,74.0,65.0,37.0,63.0,80.0,75.0,79.0,45.0,31.0,31.0,6.0,14.0,14.0,9.0,9.0
11470,2,27.0,21.0,60.0,55.0,29.0,29.0,27.0,24.0,51.0,30.0,60.0,63.0,46.0,45.0,54.0,40.0,74.0,64.0,78.0,17.0,71.0,59.0,25.0,35.0,42.0,58.0,66.0,66.0,67.0,8.0,8.0,6.0,14.0,12.0
7788,2,47.0,28.0,70.0,64.0,30.0,43.0,39.0,35.0,58.0,54.0,50.0,53.0,52.0,57.0,35.0,48.0,49.0,58.0,82.0,29.0,69.0,66.0,25.0,34.0,45.0,64.0,64.0,69.0,63.0,6.0,11.0,10.0,15.0,15.0
2578,3,18.0,13.0,14.0,31.0,15.0,16.0,15.0,14.0,28.0,19.0,46.0,28.0,44.0,65.0,34.0,19.0,72.0,24.0,68.0,11.0,34.0,24.0,13.0,35.0,22.0,42.0,12.0,15.0,12.0,74.0,68.0,65.0,78.0,76.0
10522,1,57.0,57.0,45.0,73.0,38.0,68.0,47.0,45.0,70.0,71.0,65.0,62.0,59.0,63.0,65.0,62.0,54.0,54.0,57.0,49.0,44.0,37.0,66.0,68.0,44.0,59.0,56.0,44.0,46.0,6.0,10.0,10.0,6.0,13.0
4050,2,21.0,30.0,76.0,68.0,24.0,45.0,22.0,27.0,67.0,57.0,56.0,65.0,48.0,70.0,47.0,42.0,69.0,60.0,75.0,32.0,73.0,65.0,28.0,28.0,31.0,54.0,73.0,71.0,66.0,5.0,9.0,6.0,6.0,12.0
11518,1,56.0,39.0,56.0,63.0,44.0,58.0,52.0,49.0,66.0,66.0,54.0,32.0,60.0,68.0,72.0,58.0,43.0,70.0,72.0,57.0,63.0,64.0,51.0,65.0,51.0,68.0,64.0,58.0,52.0,8.0,7.0,8.0,9.0,6.0
18172,3,13.0,9.0,10.0,24.0,6.0,14.0,13.0,11.0,15.0,16.0,22.0,31.0,25.0,35.0,38.0,20.0,47.0,22.0,41.0,5.0,18.0,6.0,5.0,30.0,15.0,37.0,16.0,10.0,12.0,53.0,45.0,56.0,49.0,46.0
8808,0,39.0,69.0,74.0,54.0,53.0,54.0,35.0,33.0,39.0,60.0,34.0,54.0,66.0,69.0,46.0,69.0,72.0,59.0,79.0,56.0,62.0,29.0,71.0,44.0,64.0,68.0,23.0,28.0,17.0,14.0,6.0,13.0,7.0,15.0
1748,1,70.0,70.0,56.0,74.0,62.0,76.0,67.0,59.0,70.0,73.0,78.0,77.0,76.0,69.0,70.0,68.0,64.0,77.0,68.0,69.0,53.0,43.0,75.0,73.0,71.0,73.0,53.0,33.0,32.0,15.0,10.0,12.0,15.0,6.0
15014,1,61.0,59.0,41.0,66.0,49.0,62.0,44.0,50.0,53.0,57.0,71.0,65.0,69.0,52.0,65.0,49.0,61.0,54.0,56.0,47.0,56.0,42.0,59.0,57.0,50.0,51.0,61.0,36.0,36.0,5.0,14.0,11.0,11.0,15.0
9418,0,51.0,68.0,73.0,65.0,49.0,57.0,50.0,43.0,51.0,67.0,46.0,32.0,38.0,62.0,30.0,69.0,70.0,69.0,87.0,51.0,45.0,37.0,70.0,67.0,63.0,81.0,35.0,28.0,24.0,13.0,12.0,11.0,7.0,12.0
14989,0,45.0,59.0,62.0,54.0,45.0,49.0,57.0,44.0,45.0,54.0,64.0,66.0,73.0,63.0,58.0,54.0,75.0,85.0,74.0,53.0,77.0,36.0,60.0,38.0,55.0,55.0,30.0,36.0,30.0,10.0,15.0,7.0,8.0,16.0
15230,0,53.0,54.0,38.0,56.0,40.0,65.0,50.0,39.0,43.0,62.0,83.0,80.0,79.0,40.0,70.0,53.0,70.0,65.0,58.0,42.0,58.0,25.0,55.0,47.0,46.0,42.0,30.0,26.0,27.0,8.0,11.0,10.0,15.0,13.0
15647,0,37.0,68.0,53.0,54.0,55.0,69.0,52.0,38.0,46.0,52.0,67.0,64.0,62.0,55.0,58.0,62.0,58.0,62.0,60.0,54.0,32.0,18.0,43.0,56.0,69.0,55.0,34.0,15.0,16.0,11.0,12.0,14.0,10.0,10.0
17618,1,46.0,39.0,44.0,59.0,42.0,51.0,51.0,48.0,54.0,55.0,66.0,55.0,62.0,48.0,69.0,41.0,49.0,40.0,55.0,33.0,51.0,21.0,39.0,59.0,45.0,58.0,17.0,39.0,42.0,6.0,15.0,9.0,8.0,13.0
4585,3,15.0,15.0,13.0,37.0,12.0,15.0,13.0,19.0,37.0,34.0,32.0,36.0,44.0,63.0,47.0,34.0,56.0,24.0,73.0,13.0,26.0,26.0,14.0,56.0,26.0,66.0,23.0,10.0,17.0,69.0,71.0,78.0,70.0,71.0
13830,2,40.0,23.0,61.0,47.0,25.0,56.0,42.0,36.0,45.0,52.0,64.0,65.0,55.0,61.0,61.0,37.0,67.0,78.0,67.0,23.0,61.0,62.0,33.0,33.0,39.0,55.0,57.0,64.0,65.0,11.0,15.0,13.0,12.0,13.0
7896,1,60.0,61.0,41.0,61.0,54.0,72.0,71.0,61.0,59.0,68.0,83.0,81.0,76.0,51.0,71.0,60.0,65.0,64.0,64.0,54.0,36.0,23.0,66.0,56.0,50.0,60.0,24.0,26.0,29.0,6.0,8.0,9.0,9.0,14.0
5258,0,63.0,73.0,51.0,64.0,63.0,68.0,66.0,59.0,53.0,67.0,90.0,81.0,77.0,68.0,74.0,74.0,73.0,77.0,63.0,64.0,68.0,20.0,68.0,58.0,56.0,65.0,28.0,25.0,22.0,11.0,11.0,11.0,7.0,11.0
2070,1,60.0,44.0,66.0,71.0,63.0,74.0,65.0,54.0,75.0,76.0,72.0,66.0,72.0,68.0,67.0,69.0,82.0,77.0,77.0,62.0,82.0,74.0,60.0,66.0,61.0,63.0,71.0,72.0,75.0,16.0,14.0,7.0,15.0,8.0
7060,0,31.0,70.0,63.0,48.0,65.0,61.0,41.0,31.0,39.0,69.0,61.0,56.0,64.0,63.0,45.0,72.0,70.0,69.0,89.0,58.0,61.0,27.0,72.0,53.0,62.0,51.0,39.0,23.0,21.0,7.0,15.0,13.0,12.0,7.0
4719,1,64.0,56.0,38.0,74.0,44.0,73.0,60.0,36.0,69.0,72.0,82.0,85.0,76.0,69.0,70.0,65.0,55.0,69.0,66.0,62.0,58.0,66.0,66.0,70.0,54.0,77.0,57.0,66.0,60.0,15.0,9.0,7.0,10.0,13.0
4922,1,55.0,51.0,69.0,71.0,46.0,64.0,44.0,42.0,72.0,61.0,64.0,63.0,51.0,73.0,61.0,55.0,62.0,72.0,80.0,53.0,55.0,72.0,58.0,71.0,75.0,67.0,72.0,66.0,71.0,11.0,9.0,7.0,7.0,12.0
9047,1,61.0,42.0,47.0,68.0,32.0,64.0,35.0,33.0,62.0,68.0,59.0,59.0,70.0,54.0,70.0,60.0,59.0,72.0,71.0,49.0,70.0,59.0,54.0,48.0,40.0,59.0,75.0,66.0,64.0,11.0,7.0,9.0,15.0,15.0
7142,0,64.0,66.0,54.0,67.0,60.0,76.0,67.0,50.0,65.0,72.0,82.0,81.0,86.0,68.0,81.0,62.0,60.0,69.0,57.0,61.0,52.0,43.0,67.0,68.0,58.0,69.0,33.0,33.0,32.0,10.0,8.0,8.0,7.0,8.0
4959,2,36.0,23.0,70.0,58.0,25.0,35.0,26.0,19.0,58.0,56.0,54.0,66.0,46.0,61.0,48.0,34.0,33.0,51.0,83.0,27.0,75.0,68.0,28.0,50.0,36.0,70.0,73.0,72.0,70.0,15.0,16.0,12.0,9.0,15.0
4155,2,72.0,64.0,60.0,75.0,65.0,70.0,68.0,56.0,67.0,71.0,70.0,72.0,67.0,70.0,67.0,65.0,73.0,80.0,72.0,49.0,73.0,70.0,71.0,68.0,49.0,69.0,56.0,68.0,68.0,13.0,13.0,10.0,8.0,12.0
6562,2,78.0,60.0,67.0,72.0,49.0,65.0,65.0,29.0,73.0,62.0,70.0,72.0,60.0,60.0,68.0,65.0,63.0,70.0,56.0,62.0,65.0,65.0,65.0,58.0,39.0,60.0,51.0,71.0,72.0,10.0,8.0,8.0,12.0,11.0
1976,1,60.0,66.0,46.0,75.0,44.0,77.0,60.0,56.0,72.0,76.0,76.0,69.0,73.0,75.0,74.0,64.0,52.0,66.0,65.0,70.0,42.0,28.0,71.0,74.0,56.0,68.0,44.0,34.0,31.0,14.0,16.0,14.0,15.0,16.0
11386,1,66.0,52.0,57.0,60.0,66.0,60.0,68.0,67.0,66.0,65.0,62.0,54.0,67.0,64.0,70.0,62.0,60.0,69.0,60.0,67.0,69.0,63.0,61.0,67.0,67.0,59.0,51.0,56.0,36.0,16.0,13.0,11.0,8.0,15.0
4831,2,35.0,31.0,73.0,63.0,40.0,32.0,43.0,38.0,55.0,62.0,43.0,50.0,31.0,66.0,47.0,48.0,39.0,62.0,84.0,42.0,65.0,67.0,31.0,33.0,44.0,54.0,70.0,73.0,71.0,7.0,10.0,13.0,10.0,16.0
3603,3,16.0,13.0,12.0,33.0,12.0,13.0,14.0,14.0,32.0,29.0,49.0,39.0,38.0,68.0,50.0,26.0,69.0,26.0,74.0,15.0,34.0,17.0,13.0,57.0,33.0,54.0,18.0,12.0,14.0,72.0,73.0,72.0,72.0,70.0
2460,2,76.0,48.0,60.0,70.0,50.0,70.0,62.0,55.0,66.0,74.0,68.0,68.0,69.0,70.0,71.0,68.0,69.0,73.0,75.0,60.0,72.0,76.0,66.0,58.0,61.0,68.0,76.0,76.0,74.0,10.0,8.0,14.0,13.0,10.0
3551,2,55.0,27.0,71.0,61.0,49.0,60.0,58.0,48.0,58.0,67.0,67.0,64.0,66.0,66.0,69.0,59.0,89.0,80.0,73.0,49.0,79.0,71.0,43.0,48.0,38.0,69.0,69.0,74.0,71.0,16.0,9.0,11.0,12.0,11.0
6631,1,58.0,59.0,30.0,65.0,57.0,69.0,58.0,44.0,50.0,65.0,91.0,90.0,90.0,62.0,92.0,68.0,61.0,65.0,59.0,57.0,56.0,38.0,61.0,65.0,46.0,64.0,41.0,49.0,38.0,10.0,12.0,11.0,12.0,14.0
12400,1,48.0,56.0,46.0,70.0,57.0,56.0,35.0,52.0,67.0,62.0,75.0,70.0,59.0,59.0,77.0,65.0,64.0,56.0,67.0,62.0,67.0,65.0,68.0,49.0,50.0,56.0,69.0,60.0,65.0,12.0,14.0,11.0,12.0,11.0
3641,1,59.0,71.0,75.0,69.0,66.0,68.0,70.0,42.0,65.0,70.0,74.0,71.0,75.0,78.0,67.0,74.0,86.0,78.0,76.0,64.0,86.0,53.0,73.0,76.0,70.0,78.0,53.0,55.0,57.0,12.0,11.0,8.0,9.0,16.0
6237,0,61.0,62.0,45.0,65.0,49.0,70.0,51.0,49.0,51.0,73.0,86.0,89.0,83.0,68.0,81.0,67.0,48.0,75.0,34.0,63.0,46.0,23.0,60.0,59.0,61.0,59.0,23.0,36.0,35.0,9.0,7.0,12.0,16.0,12.0
1149,1,58.0,53.0,62.0,83.0,45.0,82.0,46.0,49.0,77.0,83.0,67.0,73.0,68.0,72.0,68.0,63.0,74.0,83.0,67.0,62.0,66.0,66.0,60.0,73.0,50.0,80.0,75.0,72.0,64.0,8.0,7.0,14.0,14.0,12.0
12032,2,62.0,51.0,60.0,54.0,32.0,63.0,60.0,63.0,57.0,52.0,62.0,63.0,61.0,60.0,68.0,70.0,78.0,51.0,75.0,55.0,64.0,65.0,55.0,58.0,51.0,56.0,63.0,60.0,61.0,14.0,10.0,14.0,16.0,13.0
4956,1,62.0,70.0,63.0,70.0,54.0,72.0,57.0,58.0,66.0,72.0,79.0,81.0,73.0,74.0,73.0,67.0,73.0,82.0,60.0,63.0,59.0,58.0,75.0,69.0,49.0,73.0,60.0,47.0,33.0,7.0,7.0,8.0,11.0,11.0
1782,2,76.0,30.0,76.0,72.0,23.0,56.0,45.0,35.0,53.0,71.0,66.0,68.0,63.0,70.0,70.0,44.0,75.0,77.0,70.0,38.0,71.0,78.0,52.0,50.0,33.0,64.0,69.0,77.0,75.0,14.0,12.0,11.0,13.0,7.0
1771,2,49.0,13.0,73.0,60.0,30.0,59.0,58.0,63.0,65.0,65.0,69.0,68.0,61.0,72.0,62.0,78.0,77.0,38.0,78.0,48.0,77.0,75.0,29.0,52.0,43.0,74.0,73.0,77.0,76.0,14.0,9.0,12.0,6.0,14.0
7204,0,62.0,61.0,54.0,61.0,58.0,68.0,47.0,60.0,47.0,67.0,92.0,94.0,73.0,64.0,78.0,72.0,41.0,80.0,73.0,58.0,71.0,37.0,70.0,68.0,63.0,62.0,38.0,42.0,39.0,10.0,10.0,15.0,9.0,11.0
7166,0,36.0,72.0,70.0,61.0,58.0,63.0,34.0,20.0,35.0,68.0,69.0,65.0,58.0,58.0,69.0,65.0,72.0,65.0,79.0,59.0,54.0,21.0,71.0,52.0,65.0,70.0,40.0,20.0,22.0,13.0,13.0,8.0,10.0,12.0
12433,3,13.0,8.0,12.0,24.0,8.0,12.0,10.0,10.0,20.0,13.0,16.0,27.0,25.0,49.0,27.0,18.0,38.0,20.0,66.0,8.0,26.0,9.0,7.0,41.0,11.0,35.0,11.0,13.0,10.0,63.0,66.0,54.0,62.0,67.0
5960,1,71.0,64.0,62.0,70.0,54.0,67.0,61.0,59.0,66.0,64.0,82.0,90.0,85.0,56.0,73.0,65.0,59.0,79.0,71.0,55.0,41.0,26.0,62.0,55.0,68.0,64.0,39.0,32.0,34.0,12.0,7.0,9.0,8.0,14.0
5075,1,60.0,40.0,65.0,67.0,34.0,58.0,53.0,40.0,66.0,63.0,49.0,52.0,63.0,68.0,70.0,67.0,71.0,74.0,71.0,66.0,73.0,71.0,63.0,62.0,65.0,70.0,70.0,71.0,73.0,8.0,8.0,13.0,10.0,6.0
4730,2,19.0,25.0,75.0,57.0,23.0,17.0,23.0,11.0,66.0,59.0,31.0,28.0,44.0,67.0,50.0,62.0,66.0,50.0,78.0,21.0,76.0,67.0,35.0,43.0,44.0,70.0,75.0,70.0,72.0,8.0,6.0,6.0,13.0,15.0
9011,0,31.0,65.0,54.0,58.0,57.0,63.0,49.0,30.0,33.0,61.0,90.0,94.0,78.0,61.0,59.0,64.0,70.0,69.0,65.0,61.0,28.0,23.0,64.0,57.0,55.0,56.0,22.0,23.0,15.0,11.0,8.0,15.0,8.0,8.0
11002,1,55.0,57.0,64.0,63.0,57.0,74.0,55.0,48.0,50.0,72.0,75.0,72.0,71.0,54.0,66.0,54.0,66.0,44.0,64.0,47.0,54.0,32.0,54.0,58.0,53.0,53.0,50.0,42.0,37.0,8.0,12.0,7.0,8.0,9.0
1821,2,61.0,52.0,71.0,66.0,46.0,51.0,46.0,41.0,62.0,64.0,55.0,67.0,63.0,77.0,44.0,65.0,67.0,74.0,75.0,57.0,64.0,74.0,44.0,55.0,55.0,75.0,78.0,78.0,76.0,7.0,11.0,16.0,9.0,6.0
12964,1,54.0,68.0,36.0,59.0,41.0,65.0,44.0,55.0,68.0,63.0,67.0,64.0,57.0,62.0,71.0,55.0,45.0,47.0,50.0,56.0,28.0,17.0,66.0,56.0,50.0,55.0,24.0,23.0,26.0,7.0,9.0,7.0,10.0,8.0
9291,0,59.0,67.0,59.0,62.0,59.0,66.0,62.0,62.0,46.0,65.0,77.0,80.0,70.0,60.0,68.0,66.0,75.0,76.0,65.0,66.0,46.0,49.0,63.0,62.0,67.0,60.0,42.0,38.0,47.0,14.0,6.0,12.0,13.0,11.0
15093,1,62.0,54.0,51.0,60.0,43.0,61.0,55.0,62.0,57.0,61.0,71.0,59.0,72.0,61.0,78.0,55.0,75.0,64.0,71.0,59.0,61.0,58.0,57.0,55.0,43.0,66.0,51.0,58.0,55.0,14.0,13.0,10.0,8.0,8.0
11717,1,55.0,55.0,55.0,66.0,51.0,69.0,64.0,39.0,54.0,63.0,81.0,81.0,79.0,56.0,78.0,58.0,82.0,69.0,51.0,54.0,72.0,55.0,58.0,63.0,49.0,56.0,57.0,62.0,59.0,7.0,14.0,10.0,10.0,9.0
16820,1,46.0,50.0,50.0,63.0,42.0,55.0,55.0,47.0,59.0,58.0,64.0,70.0,57.0,57.0,62.0,60.0,59.0,45.0,38.0,59.0,42.0,34.0,45.0,58.0,44.0,59.0,41.0,42.0,47.0,12.0,7.0,14.0,11.0,12.0
1362,0,50.0,80.0,78.0,68.0,76.0,75.0,68.0,69.0,34.0,77.0,79.0,78.0,85.0,72.0,78.0,70.0,77.0,69.0,61.0,58.0,78.0,19.0,79.0,61.0,72.0,72.0,21.0,15.0,18.0,9.0,15.0,15.0,11.0,12.0
2878,1,70.0,63.0,40.0,70.0,72.0,80.0,81.0,72.0,70.0,74.0,77.0,66.0,87.0,70.0,78.0,68.0,52.0,69.0,49.0,70.0,48.0,43.0,67.0,74.0,72.0,68.0,27.0,30.0,23.0,14.0,8.0,9.0,9.0,10.0
2713,1,67.0,61.0,70.0,74.0,64.0,68.0,74.0,61.0,72.0,70.0,68.0,68.0,63.0,67.0,63.0,76.0,75.0,84.0,75.0,68.0,72.0,73.0,72.0,67.0,59.0,70.0,72.0,72.0,70.0,12.0,11.0,11.0,9.0,12.0
12938,2,26.0,55.0,61.0,59.0,55.0,32.0,23.0,31.0,57.0,56.0,68.0,65.0,46.0,59.0,56.0,41.0,70.0,73.0,76.0,35.0,55.0,62.0,31.0,43.0,44.0,60.0,59.0,64.0,61.0,9.0,8.0,16.0,15.0,15.0
5636,1,67.0,60.0,38.0,70.0,56.0,70.0,61.0,47.0,62.0,71.0,82.0,75.0,71.0,66.0,79.0,70.0,80.0,77.0,63.0,59.0,70.0,65.0,65.0,58.0,51.0,61.0,66.0,67.0,67.0,11.0,8.0,13.0,14.0,11.0
9104,2,47.0,20.0,71.0,52.0,26.0,30.0,23.0,26.0,49.0,47.0,54.0,62.0,55.0,63.0,64.0,39.0,74.0,62.0,71.0,22.0,68.0,62.0,21.0,31.0,36.0,68.0,67.0,67.0,59.0,11.0,6.0,15.0,7.0,14.0
8344,0,54.0,71.0,65.0,64.0,62.0,70.0,60.0,42.0,59.0,71.0,73.0,68.0,75.0,66.0,67.0,70.0,63.0,54.0,53.0,59.0,34.0,36.0,68.0,63.0,65.0,64.0,55.0,24.0,20.0,14.0,10.0,8.0,7.0,15.0
13566,2,23.0,21.0,69.0,50.0,27.0,40.0,34.0,32.0,48.0,37.0,51.0,60.0,48.0,52.0,50.0,43.0,71.0,66.0,74.0,23.0,68.0,58.0,18.0,34.0,40.0,45.0,53.0,65.0,58.0,13.0,11.0,9.0,6.0,6.0
5911,0,40.0,77.0,74.0,57.0,45.0,63.0,42.0,33.0,44.0,67.0,64.0,56.0,57.0,67.0,71.0,71.0,73.0,63.0,59.0,66.0,33.0,17.0,71.0,48.0,67.0,58.0,20.0,21.0,24.0,11.0,14.0,13.0,13.0,13.0
15586,2,25.0,23.0,62.0,49.0,25.0,31.0,20.0,20.0,46.0,61.0,67.0,60.0,61.0,45.0,63.0,41.0,75.0,61.0,71.0,23.0,52.0,53.0,28.0,30.0,38.0,55.0,55.0,58.0,56.0,13.0,6.0,10.0,9.0,11.0
13922,3,13.0,18.0,16.0,24.0,17.0,18.0,18.0,16.0,21.0,26.0,25.0,27.0,32.0,58.0,32.0,22.0,42.0,25.0,43.0,17.0,21.0,9.0,4.0,33.0,27.0,39.0,21.0,20.0,19.0,65.0,61.0,59.0,57.0,62.0
11301,1,65.0,48.0,48.0,59.0,44.0,66.0,47.0,38.0,54.0,65.0,73.0,72.0,58.0,65.0,65.0,72.0,44.0,73.0,64.0,65.0,49.0,60.0,61.0,50.0,37.0,63.0,58.0,61.0,58.0,11.0,11.0,7.0,7.0,9.0
2858,2,70.0,48.0,60.0,66.0,60.0,68.0,62.0,48.0,60.0,70.0,78.0,79.0,72.0,72.0,72.0,68.0,78.0,79.0,77.0,58.0,74.0,74.0,56.0,58.0,50.0,64.0,70.0,76.0,74.0,7.0,8.0,12.0,7.0,9.0
